key,message,link,reason,action
CAUAJM_E_19036,Invalid JIL keyword value \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19036.html,Replace the value for the keyword to begin with the specified value.,Job definition is not saved.
CAUAJM_E_19037,The value for JIL keyword \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19037.html,Replace the value for the keyword to begin with the specified value.,Job definition is not saved.
CAUAJM_E_19038,Invalid JIL keyword value \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19038.html,Replace the value for the keyword to begin with the specified value.,Job definition is not saved.
CAUAJM_E_19039,The JIL subtype keyword \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19039.html,The value for this JIL subtype keyword does not meet the rule requirement. Job definition is not saved.,Enter the appropriate JIL keywords and resubmit the request.
CAUAJM_E_19040,Invalid JIL keyword value \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19040.html,Replace the value for the keyword to begin with the specified value.,Job definition is not saved.
CAUAJM_E_19041,Error for {0} \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19041.html,The value for this JIL keyword does not meet the rule requirement.,Job definition is not saved.
CAUAJM_E_19042,Invalid JIL keyword value \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19042.html,One of the email address is greater than 254 characters.,Re-enter the correct email address.
CAUAJM_E_19043,Invalid JIL keyword value \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19043.html,,Re-enter the correct email address.
CAUAJM_E_19044,Duplicate subtype keyword \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19044.html,Replace the value for the keyword or remove the keyword and value.,Job definition is not saved.
CAUAJM_E_19045,\,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19045.html,The keyword value contains an illegal member name specification. A sequential dataset does not contain members.,Remove the member name and resubmit the request.
CAUAJM_E_19046,Error for {0}: {1} < {2} subtype keyword {3} exceeds {4} bytes.>,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19046.html,The specified subtype keyword value is too long.,Modify the subtype keyword value as specified and define the job.
CAUAJM_E_19047,Invalid JIL keyword value \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19047.html,The attribute value is missing or contains an extraneous delimiter.,Specify the corresponding delimiter. Prefix any embedded delimiters with an escape character.
CAUAJM_E_19048,Updates to job attribute ''{0}'' is not allowed. Usage valid for the insert operation only.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19048.html,The specified attribute can be used only during job insertion to set the initial status of job. The attribute cannot be updated.,Remove the specified attribute and resubmit the JIL. If the specified attribute is the only attribute specification no action is required.
CAUAJM_E_19049,Invalid JIL keyword value \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19049.html,The specified keyword value is not octal.,Specify an octal value.
CAUAJM_E_19050,JIL Keyword: {0} cannot be empty.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19050.html,Invalid value specified.,Specify a valid value.
CAUAJM_E_19051,Connection profile <{0}> could not be modified properly due to a database failure. The connection profile definition is in an unknown state.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19051.html,The specified connection profile could not be modified properly due to a database failure.,Check the connectivity to the database and inspect the connection profile definition. You may need to delete and redefine the connection profile.
CAUAJM_E_19052,Error validating connection profile {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19052.html,Unable to determine connection profile existence.,
CAUAJM_E_19053,Cannot insert connection profile: {0} as it already exists.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19053.html,A connection profile with this name already exists.,Specify another name for the connection profile.
CAUAJM_E_19055,Invalid connection profile name: {0} {1} not performed.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19055.html,Invalid value specified.,Specify a valid value.
CAUAJM_E_19056,Cannot delete connection profile \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19056.html,Could not delete connection profile as it is referenced in active jobs.,"To delete references in active jobs, change the connection profile that those jobs are using or delete those active jobs."
CAUAJM_E_19058,Connection profile <{0}> could not be deleted properly due to a database failure. The connection profile definition is in an unknown state.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19058.html,The specified connection profile could not be deleted properly due to a database failure.,Check the connectivity to the database and inspect the connection profile definition. You may need to delete the connection profile again.
CAUAJM_E_19060,Updates to connectionprofile_type is not allowed for connection profile ''{0}''.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19060.html,Cannot update connection profile type.,Delete this connection profile definition and redefine it.
CAUAJM_E_19061,Invalid connection profile type: {0} {1} not performed.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19061.html,Invalid value specified.,Specify a valid type of connection profile.
CAUAJM_E_19062,Connection profile name: {0} is inaccurate {1} not performed.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19062.html,The connection profile is not complete.,Redefine the connection profile.
CAUAJM_E_19063,Connection profile \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19063.html,The connection profile is not complete for this job.,Create a new connection profile or update the existing profile for this job.
CAUAJM_E_19064,Cannot remove \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19064.html,Connection profile is referenced in active jobs.,"To update references in active jobs, please change the connection profile that those jobs are using or delete those active jobs."
CAUAJM_E_19066,The value for JIL keyword \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19066.html,The value cannot contain alphabets in between but can end with one of the specified alphabets.,Modify the keyword value.
CAUAJM_E_19067,The value for JIL keyword \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19067.html,The keyword value is not in the range.,Specify a value for the keyword that is within the range.
CAUAJM_E_19068,The email notification template \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19068.html,The email notification template does not exist.,
CAUAJM_E_19071,Error for {0} \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19071.html,The value for this JIL keyword does not meet the rule requirement.,Job definition is not saved.
CAUAJM_E_19073,An invalid combination of values is specified for the attribute {0} : {1}. The supported combination of values is \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19073.html,An invalid combination of values is specified.,Specify a valid combination of values.
CAUAJM_E_19077,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19077.html,,
CAUAJM_E_19080,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19080-.html,,
CAUAJM_E_19100,You cannot move job \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19100.html,Unable to update the job because a job that is in the ON_ICE status cannot be placed into a box that is in the ON_NOEXEC status.,Object definition is not saved. Please send the JOB_OFF_ICE event on behalf of the job or the JOB_OFF_NOEXEC event on behalf of the box and try again.
CAUAJM_E_19101,Please send the {0} event on behalf of the job or the {1} event on behalf of the box and try again.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19101.html,Please send the JOB_OFF_ICE event on behalf of the job or the JOB_OFF_NOEXEC event on behalf of the box and try again.,Object definition is not saved. Please send the JOB_OFF_ICE event on behalf of the job or the JOB_OFF_NOEXEC event on behalf of the box and try again.
CAUAJM_E_19969,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-19969.html,,
CAUAJM_E_20048,Error uploading {0}: {1}: ,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20048.html,An error occurred while uploading the blob.,
CAUAJM_E_20049,Unable to initialize the curl library interface. Output payload and output payload vars creation skipped for job <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20049.html,System error.,
CAUAJM_E_20050,Unable to initialize the curl library interface. Skipped URL encoding.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20050.html,System error. ,
CAUAJM_E_20052,AutoPing cannot run as FAT Client.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20052.html,AutoPing cannot run as FAT Client.,Run AutoPing as a thin client.
CAUAJM_E_20054,Chase cannot run as FAT Client.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20054.html,Chase cannot run as FAT Client.,Run Chase as a thin client.
CAUAJM_E_20064,Error opening log file: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20064.html,Error opening log file.,
CAUAJM_E_20065,Exhausted available memory,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20065.html,Exhausted available memory.,
CAUAJM_E_20069,Disk error while accessing log file: {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20069.html,Disk error while accessing log file.,
CAUAJM_E_20132,Function \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20132.html,glob() or stat() failed.,
CAUAJM_E_20211,Exceeded the maximum numbers of errors when attempting to perform email notification,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20211.html,Maximum number of errors have been exceeded when attempting to perform email notification.,Check for any prior error messages and correct the situation.
CAUAJM_E_20212,Email notification has been disabled. The scheduler''s notification method has been reset to <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20212.html,The email notification method has been disabled due to a non-recoverable error.,Check for any prior error messages and correct the situation.
CAUAJM_E_20213,Email notification library <{0}> is not loaded. Email notification skipped for job <{1}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20213.html,The email notification library is not present. Unable to initiate email notification.,Make sure the required library is available on the system.
CAUAJM_E_20214,Email notification failed for job <{0}>. Detail information <{1}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20214.html,An error occurred during the email notification process.,Please review the error message for possible causes. Otherwise contact CA technical support.
CAUAJM_E_20217,Unable to initialize the email notification library interface. Email notification skipped for job <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20217.html,System error.,
CAUAJM_E_20220,DB Maintenance returned an exit code of {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20220.html,DB Maintenance returned an error exit code.,
CAUAJM_E_20221,SMTP host is blank. Email notification request skipped for job <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20221.html,The specified SMTP host name is invalid. Host name cannot be blank.,Specify a valid SMTP host name.
CAUAJM_E_20222,Could not create the DB Maintenance process: {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20222.html,System error.,
CAUAJM_E_20225,The DBMaintCmd parameter is not set to a valid path.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20225.html,The DBMaintCmd parameter value is empty.,Set the DBMaintCmd parameter to a valid path.
CAUAJM_E_20227,Could not start the Telemetry process: {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20227.html,System error.,
CAUAJM_E_20235,Wait on object failed <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20235.html,Wait on single object call failed. This indicates the program that was started never completed.,Review the scheduler logfile for error messages or execute the program outside the scheduler. Review errors and take action as needed.
CAUAJM_E_20291,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20291.html,,
CAUAJM_E_20322,WIN32 Function {0} failed for command: [{1}] with rc=({2}).,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-20322.html,WIN32 CreateProcess() for command failed.,
CAUAJM_E_30002,"Port number not in required interval [1024,...,65535].  Exiting.",http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-30002.html,Port number not in required interval.,Select a new port number for the Windows Service or UNIX Daemon to run on.
CAUAJM_E_30003,The argument list is incorrect. Exiting.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-30003.html,The argument list is incorrect.,Correct the argument list and restart.
CAUAJM_E_30021,Requested API index [{0}] is out of bounds.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-30021.html,The received request contained an out of bounds index.,Verify that all client binaries are compatible with the Application Server version.
CAUAJM_E_30034,Client [{0}][{1}][{2}][{3}] is not reachable. API ID [{3}] execution terminated. Total time: {4} seconds.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-30034.html,The application server was unable to send all responses back to the SDK client.,"Review previous messages for an indication of errors. Also, verify that the SDK client remains active until all responses are received."
CAUAJM_E_30035,Client [{0}][{1}][{2}] is not reachable. Session aborting...,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-30035.html,The application server was unable to complete the session information exchange with the SDK client.,"Review previous messages for an indication of errors. Also, verify that the SDK client remains active until all responses are received."
CAUAJM_E_30037,Client [{0}][{1}] is not reachable. API ID [{2}] execution cancelled.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-30037.html,Hostname of the SDK client is invalid or unreachable over the network.,Verify that the hostname can be resolved into an IP address and is pingable.
CAUAJM_ E_30040,Client [{0}] [{1}][{2}] is not reachable. Authentication request type [{3}] terminated. Total time: {4} seconds.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-30040.html,The application server was unable to send all responses back to the SDK client.,"Review previous messages for an indication of errors. Also, verify that the SDK client remains active until you receive all responses."
CAUAJM_E_40001,Could not display event <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40001.html,An unrecoverable program error has occurred.,"Review previous messages for an indication of what caused the problem and take required action. If you cannot determine the cause of the problem, contact technical support."
CAUAJM_E_40003,The specified parameters are not valid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40003.html,Invalid parameters were passed to the program.,Correct the input parameters and resubmit the request.
CAUAJM_E_40004,Invalid num_days specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40004.html,Invalid value specified. ,Specify valid value.
CAUAJM_E_40006,Job Name required for REPLY_RESPONSE.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40006.html,Invalid parameters were passed to program.,Specify Job name for REPLY_RESPONSE.
CAUAJM_E_40007,Application and Group are invalid arguments for REPLY_RESPONSE.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40007.html,Invalid parameters were passed to program.,Specify Job name for REPLY_RESPONSE.
CAUAJM_E_40009,The {0} syntax is:\n\n\tsendevent {1} {2} {3}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40009.html,Incorrect syntax while using REPLY_RESPONSE.,Check the syntax.
CAUAJM_E_40010,Invalid override # specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40010.html,Invalid value specified. ,Specify value of 0 or greater.
CAUAJM_E_40011,The {0} step name argument is only valid when using the {1} event.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40011.html,The RESTARTJOB operation only supports the step name argument.,Specify RESTARTJOB as input for -E argument or remove the -o step name argument from the current command and resubmit the command.
CAUAJM_E_40012,REPLY_RESPONSE requires a non-blank response.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40012.html,A non-blank response is required.,Specify a response that contains non-blank characters.
CAUAJM_E_40016,Create Event: {0} Failed.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40016.html,Creation of event failed.,
CAUAJM_E_40017,"Parameters {0}, {1}, {2}, and {3} are mutually exclusive. Only one of these parameters can be specified.",http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40017.html,Invalid parameters were passed to the program.,Specify only one of the aforementioned parameters and resubmit the request.
CAUAJM_E_40018,An invalid date/time has been specified: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40018.html,An invalid date/time combination has been specified or the date/time is not valid on this operating system.,Please correct the date/time format and resubmit the request.
CAUAJM_E_40019,Application(-I) and Group(-B) are invalid arguments for {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40019.html,Invalid parameters were passed to program.,Specify Job name.
CAUAJM_E_40020,Job Name(-J) required for {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40020.html,Invalid parameters were passed to program.,Specify Job name.
CAUAJM_E_40021,Unable to create file {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40021.html,The freopen function was able to create and open the specified file.,Specify a valid filename or contact CA Technical Support for further assistance.
CAUAJM_E_40022,Ensure the date format is specified as: {0} {1},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40022.html,A date value with an invalid format was specified as input.,Specify a date value using a valid format.
CAUAJM_E_40025,"Report option missing. One of the following options must be specified: {0}, {1}, {2}, or {3}.",http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40025.html,Missing report option.,Specify a report option and resubmit the request.
CAUAJM_E_40033,The RESTARTJOB event requires a non-blank step name based on this job's type.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40033.html,A non-blank step name is required as part of issuing the RESTARTJOB event for this job's type.,Specify a step name and resubmit the request.
CAUAJM_E_40034,Failed to locate an external instance definition for node <{0}>. Trigger request from node {1} ignored.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40034.html,The external instance definition not found in database.,Insert an external instance definition matching machine name.
CAUAJM_E_40035,The <{0}> From date/time must be less than the <{1}> To date/time or the current date/time if <{2}> was not specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40035.html,An invalid from date/time has been specified. The from date/time must be less than the to or current date/time.,Please correct the from date/time and resubmit the request.
CAUAJM_E_40036,Could not get list of children for Box: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40036.html,Could not get list of children for box.,
CAUAJM_E_40038,The <{0}> To date/time must be less than the current date/time.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40038.html,An invalid To date/time has been specified. The To date/time must be less than the current date/time.,Correct the To date/time and resubmit the request.
CAUAJM_E_40040,Checkpoint/Restart event retrieval aborted <{0}>,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40040.html,Checkpoint/Restart processing with remote manager has been aborted.,Contact Technical Support for further assistance.
CAUAJM_E_40041,This job''s box is in the {0} state. Job <{1}> cannot be taken off {2}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40041.html,Cannot take a job off NOEXEC when its box is in a NOEXEC status.,Take the box off NOEXEC status.
CAUAJM_E_40042,Database error getting dependencies for Job Name: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40042.html,Database error getting dependencies for job.,
CAUAJM_E_40044,Could not get row for joid [{0}].,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40044.html,Could not get row for joid.,
CAUAJM_E_40045,Cannot take job <{0}> off {1} because it is not {2}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40045.html,"Cannot take job off the ON_HOLD, ON_ICE, or ON_NOEXEC status. The job is currently not in the ON_HOLD, ON_ICE, or ON_NOEXEC status.",No action is required.
CAUAJM_E_40046,Could not take job off {0}. {1},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40046.html,"Could not take job HOLD, ICE or NOEXEC status.",Contact CA Technical support for further assistance.
CAUAJM_E_40047,Could NOT set Global: {0}  To: {1},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40047.html,Could not set global.,
CAUAJM_E_40048,Could not place job in the {0} status. {1},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40048.html,"Could not place job on HOLD, ICE or NOEXEC status.",Contact CA Technical support for further assistance.
CAUAJM_E_40049,Failed starting job <{0}> while bringing machine <{1}> online.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40049.html,chkNstart failed.,
CAUAJM_E_40050,Could not setup the {0} Table.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40050.html,Could not setup the ext_job Table.,
CAUAJM_E_40051,Cannot put box job <{0}> in {1} status. Active job descendants found.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40051.html,Active child jobs prevent the scheduler from putting the box job in ON_NOEXEC status.,"Wait for all active descendant jobs to complete or manually change the status of those jobs to INACTIVE or to a valid terminal status (FAILURE, SUCCESS or TERMINATED)."
CAUAJM_E_40059,Invalid maximum retry attempts specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40059.html,Invalid value specified.,Specify a valid value and resubmit the request.
CAUAJM_E_40064,Trouble starting Job: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40064.html,Trouble starting job.,
CAUAJM_E_40068,{0} FAILED for Job: {1}. Trying to send {2} to Servers,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40068.html,send_event FAILED for job.,
CAUAJM_E_40071,Invalid record type passed from the Scheduler component: {1},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-40071.html,Invalid record type.,Contact CA Technical support for further assistance.
